



"Microwave Link Report"
"Save Time:04/11/2025 23:26:42"
"User Name:admin"
"Data Source:NE"

"Total 557 Records"

"Link Name","Source Physical Location","Source NE Name","Source NE ID","Source Board","Source Port","Sink Physical Location","Sink NE Name","Sink NE ID","Sink Board","Sink Port","Level","Up and down Rate Ratio(TX:RX)","Source Protect Type","Sink Protect Type","Source Protection Group ID","Sink Protection Group ID","Source Protect Unit Type","Sink Protect Unit Type","Source Revertive Mode","Sink Revertive Mode","Source Protection Group Active Work Unit","Sink Protection Group Active Work Unit","Source XPIC Group ID","Sink XPIC Group ID","Source XPIC Group Capacity (Mbit/s)","Sink XPIC Group Capacity (Mbit/s)","Source XPIC Polarization Direction","Sink XPIC Polarization Direction","Source XPIC Adjoin NEID","Sink XPIC Adjoin NEID","Source XPIC Adjoin LinkID","Sink XPIC Adjoin LinkID","Source Frequency(GHz)","Sink Frequency(GHz)","Source ODU Frequency Range(MHz)","Sink ODU Frequency Range(MHz)","Source Equipment Information","Sink Equipment Information","Source Station Type","Sink Station Type","Source NE Frequency (MHz)","Sink NE Frequency (MHz)","Source NE Radio Work Mode","Sink NE Radio Work Mode","Source NE Preset Value of Transmit Power","Sink NE Preset Value of Transmit Power","Source NE Current Value of Transmit Power","Sink NE Current Value of Transmit Power","Source NE Preset Value of Receive Power","Sink NE Preset Value of Receive Power","Source NE Current Value of Receive Power","Sink NE Current Value of Receive Power","Source NE Max Value of Transmit Power of 24-Hour PM","Sink NE Max Value of Transmit Power of 24-Hour PM","Source NE Min Value of Transmit Power of 24-Hour PM","Sink NE Min Value of Transmit Power of 24-Hour PM","Source NE Max Value of Receive Power of 24-Hour PM","Sink NE Max Value of Receive Power of 24-Hour PM","Source NE Min Value of Receive Power of 24-Hour PM","Sink NE Min Value of Receive Power of 24-Hour PM","Source NE Guaranteed E1 Capacity","Sink NE Guaranteed E1 Capacity","Source NE Occupied E1 Capacity","Sink NE Occupied E1 Capacity","Source NE E1 Capacity Usage (%)","Sink NE E1 Capacity Usage (%)","Source NE Ethernet Capacity (Mbit/s)","Sink NE Ethernet Capacity (Mbit/s)","Source NE Max. Ethernet Throughput (kbps)","Sink NE Max. Ethernet Throughput (kbps)","Source NE Min. Ethernet Throughput (kbps)","Sink NE Min. Ethernet Throughput (kbps)","Source NE Average Ethernet Throughput (kbps)","Sink NE Average Ethernet Throughput (kbps)","Source NE ATPC Enable Status","Sink NE ATPC Enable Status","Source NE ATPC Upper Threshold","Sink NE ATPC Upper Threshold","Source NE ATPC Lower Threshold","Sink NE ATPC Lower Threshold","Source NE ATPC Automatic Threshold Enable Status","Sink NE ATPC Automatic Threshold Enable Status","Source NE ATPC Upper Automatic Threshold","Sink NE ATPC Upper Automatic Threshold","Source NE ATPC Lower Automatic Threshold","Sink NE ATPC Lower Automatic Threshold","Source NE AM Status","Sink NE AM Status","Source AM Full Capacity Modulation Format","Sink AM Full Capacity Modulation Format","Source AM Guaranteed Capacity Modulation Format","Sink AM Guaranteed Capacity Modulation Format","Highest-Order AM Scheme for Source NE","Highest-Order AM Scheme for Sink NE","Lowest-Order AM Scheme for Source NE","Lowest-Order AM Scheme for Sink NE","Link ID","Site Distance","Source PLA ID","Sink PLA ID","Source PLA Type","Sink PLA Type","Source PLA Port Type","Sink PLA Port Type"
l-230,,GN122-RTN392790_SADRAZAMKOY,48-790,3-ISM8,1(RTNIF-1),,1314-RTN392344_ORGA,48-344,5-ISM8,2(RTNIF-2),Hybrid(273Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-3,XMC-3,TX high,TX low,14935.000,14515.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",26.00,26.00,18.70,18.80,-10.00,-10.00,-40.40,-40.50,19.20,23.90,18.70,18.70,-39.10,-37.50,-47.90,-48.40,0,0,0,0,-,-,271.732,271.732,266370,112314,0,0,2466,535,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSK,QPSK,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1109,-,/,/,/,/,/,/
l-231,,IS004-RTN392791_BAFRA,48-791,3-ISM8,1(RTNIF-1),,1201-RTN392688_KUMYALI,48-688,3-ISM8,2(RTNIF-2),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[19190.000,19710.000]","[18180.000,18700.000]",XMC-2,XMC-2,TX high,TX low,19260.000,18250.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",24.00,24.00,15.10,14.90,-10.00,-10.00,-42.30,-39.70,15.10,15.00,15.00,14.90,-40.60,-39.00,-49.60,-48.30,0,0,0,0,-,-,499.815,499.815,285907,151693,0,0,22778,2185,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSKStrong,QPSKStrong,2048QAM,2048QAM,QPSKStrong,QPSKStrong,1110,-,/,/,/,/,/,/
l-232,,IS035-RTN392785_THALASSA,48-785,3-ISM8,1(RTNIF-1),,IS004-RTN392791_BAFRA,48-791,3-ISM8,2(RTNIF-2),Hybrid(273Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22302.000,23310.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",24.00,24.00,18.00,18.10,-10.00,-10.00,-40.80,-40.90,18.20,18.30,17.70,17.70,-35.00,-34.60,-41.80,-41.60,0,0,0,0,-,-,271.732,271.732,209653,75345,0,0,2745,913,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSKStrong,QPSKStrong,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1111,-,/,/,/,/,/,/
l-233,,GN115-RTN392789_PASA_TULIP,48-789,3-ISM8,1(RTNIF-1),,1118-RTN392736_KARAKUM_LEMAR,48-736,3-ISM8,2(RTNIF-2),Hybrid(273Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-3,XMC-3,TX low,TX high,37072.000,38332.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",18.00,18.00,3.00,6.80,-10.00,-10.00,-39.00,-39.90,9.00,13.20,2.90,3.10,-35.30,-29.20,-43.50,-51.30,0,0,0,0,-,-,271.732,271.732,216388,109184,0,0,2187,618,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1112,-,/,/,/,/,/,/
l-16,,LF006-RTN392787_ALAYKOY_SINIR_KULE,48-787,3-ISM8,1(RTNIF-1),,6434-RTN392699_ZET_KARTING,48-699,1-ISM8,2(RTNIF-2),Hybrid(273Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[21990.500,22330.000]","[22998.500,23338.000]",XMC-3,XMC-3,TX low,TX high,22050.000,23058.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",24.00,24.00,17.70,17.80,-10.00,-10.00,-37.50,-37.00,18.30,18.20,17.70,17.70,-36.10,-35.80,-48.20,-46.70,0,0,0,0,-,-,271.732,271.732,270396,120702,0,0,35731,1897,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSK,QPSK,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1113,-,/,/,/,/,/,/
l-3,,MG052-RTN392783_TATLISU_BELEDIYE,48-783,3-ISM8,1(RTNIF-1),,1521-RTN392197_TATLISU,48-197,3-ISV3,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[21990.500,22330.000]","[22998.500,23338.000]",XMC-3,XMC-3,TX low,TX high,22274.000,23282.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",23.00,23.00,17.80,18.10,-10.00,-10.00,-37.60,-31.50,18.20,/,17.70,/,-32.00,/,-38.20,/,0,0,0,0,-,-,241.045,241.045,171724,53570,0,0,4923,962,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,1114,-,/,/,/,/,/,/
l-234,,IS029-RTN392779_MERSINLIK,48-779,3-ISM8,1(RTNIF-1),,1607-RTN392748_KANTARA,48-748,4-ISM8,2(RTNIF-2),Hybrid(290Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[21990.500,22330.000]","[22998.500,23338.000]",XMC-3,XMC-3,TX low,TX high,22022.000,23030.000,"0E1,28MHz,4096QAM","0E1,28MHz,4096QAM",23.00,23.00,9.40,9.10,-10.00,-20.00,-39.20,-39.00,11.40,13.20,8.90,7.00,-37.80,-38.00,-42.50,-42.20,0,0,0,0,-,-,289.543,289.543,252577,108120,0,0,4321,609,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,4096QAM,4096QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1115,-,/,/,/,/,/,/
l-238,,MG008-RTN392778_BUYUKKONUK_VALLEY,48-778,3-ISM8,1(RTNIF-1),,1191-RTN392672_KAPLICA,48-672,3-ISM8,2(RTNIF-2),Hybrid(130Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[23268.000,23618.000]","[22260.000,22610.000]",XMC-3,XMC-3,TX high,TX low,23289.000,22281.000,"0E1,14MHz,2048QAM","0E1,14MHz,2048QAM",24.00,24.00,18.20,18.10,-10.00,-20.00,-38.30,-37.80,18.20,18.30,17.70,17.60,-37.80,-37.20,-51.50,-52.20,0,0,0,0,-,-,129.635,129.635,131465,83193,0,0,2468,468,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSK,QPSK,2048QAM,2048QAM,QPSKStrong,QPSKStrong,1121,-,/,/,/,/,/,/
l-239,,MG044-RTN392782_PILE,48-782,3-ISM8,1(RTNIF-1),,MG006-RTN392794_BEYARMUDU_TD,48-794,3-ISM8,1(RTNIF-1),Hybrid(290Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[21990.500,22330.000]","[22998.500,23338.000]",XMC-3,XMC-3,TX low,TX high,22274.000,23282.000,"0E1,28MHz,4096QAM","0E1,28MHz,4096QAM",23.00,23.00,7.10,7.10,-10.00,-10.00,-40.40,-40.60,7.50,7.50,6.70,6.70,-39.80,-39.80,-40.80,-40.90,0,0,0,0,-,-,289.543,289.543,236616,141177,0,0,5023,1064,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,4096QAM,4096QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1123,-,/,/,/,/,/,/
l-240,,1570-RTN392796_CYPRUS_UNIVERSITY,48-796,3-ISM8,1(RTNIF-1),,6349-RTN392730_HASPOLAT_VIP2,48-730,1-ISM8,1(RTNIF-1),Hybrid(541Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,4,1082,1082,V,V,-,-,-,-,23,23,"[22998.500,23338.000]","[21990.500,22330.000]",XMC-5D,XMC-5D,TX high,TX low,23044.000,22036.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",23.00,23.00,18.80,18.80,-10.00,-10.00,-37.60,-37.20,19.20,19.20,18.70,18.70,-33.40,-33.10,-43.20,-42.30,0,0,0,0,-,-,539.557,539.557,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1125,-,4,4,PLA,PLA,Master,Master
l-241,,1570-RTN392796_CYPRUS_UNIVERSITY,48-796,3-ISM8,2(RTNIF-2),,6349-RTN392730_HASPOLAT_VIP2,48-730,1-ISM8,2(RTNIF-2),Hybrid(541Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,4,1082,1082,H,H,-,-,-,-,23,23,"[22998.500,23338.000]","[21990.500,22330.000]",XMC-5D,XMC-5D,TX high,TX low,23044.000,22036.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",23.00,23.00,19.00,18.90,-10.00,-10.00,-36.40,-37.60,19.20,19.20,18.70,18.70,-33.40,-34.40,-41.90,-42.50,0,0,0,0,-,-,539.557,539.557,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1126,-,4,4,PLA,PLA,Slave,Slave
l-242,,IS041-RTN392774_YESILKOY,48-774,3-ISM8,1(RTNIF-1),,1619-RTN392693_YENIERENKOY,48-693,3-ISM8,2(RTNIF-2),Hybrid(273Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22998.500,23338.000]","[21990.500,22330.000]",XMC-3,XMC-3,TX high,TX low,23282.000,22274.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",23.00,23.00,18.10,18.00,-10.00,-10.00,-30.30,-30.50,18.30,18.20,17.70,17.70,-29.80,-30.30,-43.70,-50.00,0,0,0,0,-,-,271.732,271.732,187950,120387,0,0,8382,815,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1127,-,/,/,/,/,/,/
l-243,,IS015-RTN392775_FLORYA,48-775,3-ISM8,1(RTNIF-1),,1666-RTN3926732_YENIERENKOY_2,48-673,3-ISM8,2(RTNIF-2),Hybrid(273Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[21990.500,22330.000]","[22998.500,23338.000]",XMC-3,XMC-3,TX low,TX high,22274.000,23282.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",23.00,23.00,18.10,18.20,-10.00,-10.00,-37.50,-36.20,18.30,18.30,17.70,17.70,-35.20,-34.00,-38.20,-36.90,0,0,0,0,-,-,271.732,271.732,185521,91149,0,0,5752,587,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1128,-,/,/,/,/,/,/
l-244,,LF133-RTN392770_YENIKENT_BTHK_BINA,48-770,3-ISM8,1(RTNIF-1),,1609-RTN392563_YENIKENT,48-563,3-ISM8,1(RTNIF-1),Hybrid(273Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,546,546,V,V,-,-,-,-,23,23,"[22996.000,23618.000]","[21779.000,22610.000]",XMC-3E,XMC-3E,TX high,TX low,23030.000,22022.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",23.00,23.00,4.80,5.20,-10.00,-10.00,-38.80,-38.90,7.00,7.50,4.60,5.00,-37.90,-37.90,-42.10,-42.70,0,0,0,0,-,-,271.737,271.737,/,/,/,/,/,/,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1129,-,1,1,PLA,PLA,Master,Master
l-245,,MG028-RTN392773_INCIRLI,48-773,3-ISM8,1(RTNIF-1),,MG011-RTN392793_CAYONU,48-793,3-ISM8,1(RTNIF-1),Hybrid(290Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[23268.000,23618.000]","[22260.000,22610.000]",XMC-3,XMC-3,TX high,TX low,23310.000,22302.000,"0E1,28MHz,4096QAM","0E1,28MHz,4096QAM",23.00,23.00,17.10,17.10,-10.00,-10.00,-37.20,-37.90,17.30,17.30,16.70,16.60,-35.90,-37.10,-38.20,-39.50,0,0,0,0,-,-,289.543,289.543,286053,146835,0,0,11270,1998,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,4096QAM,4096QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1131,-,/,/,/,/,/,/
l-246,,MG020-RTN392772_DUZCE_SINIR_KULE,48-772,3-ISM8,1(RTNIF-1),,MG011-RTN392793_CAYONU,48-793,3-ISM8,2(RTNIF-2),Hybrid(273Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22998.500,23338.000]","[21990.500,22330.000]",XMC-3,XMC-3,TX high,TX low,23030.000,22022.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",23.00,23.00,18.00,17.90,-10.00,-10.00,-34.00,-33.80,18.30,18.30,17.80,17.70,-33.10,-33.30,-34.70,-34.30,0,0,0,0,-,-,271.732,271.732,177921,68790,0,0,5047,1220,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1132,-,/,/,/,/,/,/
l-247,,IS017-RTN392792_KALEBURNU,48-792,3-ISM8,1(RTNIF-1),,1611-RTN392371_AVTEPE,48-371,4-ISM8,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[19190.000,19710.000]","[18180.000,18700.000]",XMC-2,XMC-2,TX high,TX low,19232.500,18222.500,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",24.00,24.00,15.10,14.90,-10.00,-10.00,-43.30,-42.90,15.10,/,15.10,/,-42.90,/,-47.70,/,0,0,0,0,-,-,241.045,241.045,245891,102600,0,0,2266,571,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSK,QPSK,2048QAM,2048QAM,QPSKStrong,QPSKStrong,1133,-,/,/,/,/,/,/
l-248,,LF133-RTN392770_YENIKENT_BTHK_BINA,48-770,3-ISM8,2(RTNIF-2),,1609-RTN392563_YENIKENT,48-563,3-ISM8,2(RTNIF-2),Hybrid(273Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,546,546,H,H,-,-,-,-,23,23,"[22996.000,23618.000]","[21779.000,22610.000]",XMC-3E,XMC-3E,TX high,TX low,23030.000,22022.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",24.00,23.00,4.80,4.70,-10.00,-10.00,-38.80,-38.70,7.10,7.10,4.60,4.60,-38.00,-37.80,-42.40,-42.30,0,0,0,0,-,-,271.737,271.737,/,/,/,/,/,/,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1134,-,1,1,PLA,PLA,Slave,Slave
l-249,,MG053-RTN392799_TATLISU_VALLEY,48-799,3-ISM8,1(RTNIF-1),,MG022-RTN392800_GECITKALE_TD,48-800,3-ISM8,1(RTNIF-1),Hybrid(273Mbit/s),-,None,None,-,-,-,-,-,-,-,-,2,1,546,546,V,V,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-5D,XMC-5D,TX low,TX high,18497.500,19507.500,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",25.00,25.00,19.10,18.90,-10.00,-10.00,-34.40,-34.40,19.20,19.20,18.70,18.70,-30.10,-29.00,-43.20,-41.20,0,0,0,0,-,-,271.737,271.737,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSK,QPSK,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1136,-,1,1,PLA,PLA,Master,Master
l-250,,IS006-RTN392801_BOGAZ_END_MADENCILIK,48-801,3-ISM8,1(RTNIF-1),,1604-RTN392384_BOGAZTEPE_KULE,48-384,4-ISM8,1(RTNIF-1),Hybrid(130Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22309.000,23317.000,"0E1,14MHz,2048QAM","0E1,14MHz,2048QAM",24.00,24.00,18.10,18.20,-10.00,-10.00,-45.50,-38.30,18.20,18.30,17.70,17.70,-32.40,-32.40,-52.80,-43.50,0,0,0,0,-,-,129.635,129.635,132666,111659,0,0,5444,1004,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSK,QPSK,2048QAM,2048QAM,QPSKStrong,QPSKStrong,1137,-,/,/,/,/,/,/
l-251,,LK006-RTN392802_ESKI_ERENKOY,48-802,3-ISM8,1(RTNIF-1),,LK013-RTN392803_SAVASTEPE,48-803,3-ISM8,1(RTNIF-1),Hybrid(130Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22998.500,23338.000]","[21990.500,22330.000]",XMC-3,XMC-3,TX high,TX low,23275.000,22267.000,"0E1,14MHz,2048QAM","0E1,14MHz,2048QAM",24.00,24.00,17.90,17.80,-10.00,-10.00,-43.40,-42.60,18.20,18.30,17.80,17.70,-42.70,-42.10,-54.90,-56.20,0,0,0,0,-,-,129.635,129.635,132546,63941,0,0,4769,949,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSK,QPSK,2048QAM,2048QAM,QPSKStrong,QPSKStrong,1139,-,/,/,/,/,/,/
l-252,,GN150-RTN392797_GOLF_SAHASI_NEW,48-797,3-ISM8,1(RTNIF-1),,6423-RTN392702_ARAPKOY,48-702,4-ISM8,2(RTNIF-2),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-2,XMC-2,TX low,TX high,18415.000,19425.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",23.00,23.00,14.90,14.90,-10.00,-10.00,-45.30,-44.00,15.00,15.00,14.90,14.90,-41.60,-40.80,-48.30,-46.80,0,0,0,0,-,-,499.815,499.815,467926,164646,0,0,60992,11768,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,1140,-,/,/,/,/,/,/
l-253,,1213-RTN392380_ESENTEPE_2,48-380,4-ISV3,1(RTNIF-1),,GN150-RTN392797_GOLF_SAHASI_NEW,48-797,3-ISM8,2(RTNIF-2),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-3,XMC-3,TX high,TX low,15103.000,14683.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",24.00,24.00,19.00,19.00,-10.00,-10.00,-39.90,-39.40,/,19.20,/,18.70,/,-36.50,/,-41.60,0,0,0,0,-,-,241.045,241.045,229184,95177,0,0,35274,6864,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,1141,-,/,/,/,/,/,/
l-259,,1508-RTN392214_MARAS_TD,48-214,3-IFU2,1(RTNIF-1),,1532-RTN392438_SERBEST_LIMAN_VIP2,48-438,6-IFU2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",HP,HP,TX high,TX low,38850.000,37590.000,"1E1,56MHz,256QAM","1E1,56MHz,256QAM",20.00,20.00,9.00,9.00,-10.00,-10.00,-41.90,-42.80,15.00,/,9.00,/,-37.90,/,-48.20,/,1,1,0,0,0.00,0.00,360.169,360.169,920,9631,0,0,59,578,Enabled,Enabled,-35.00,-35.00,-50.00,-50.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,1147,-,/,/,/,/,/,/
l-17,,6353-RTN392136_COLAK_APT,48-136,13-ISM6,2(RTNIF-2),,LF146-RTN392804_LIMASOL_BANKASI,48-804,3-ISM8,1(RTNIF-1),Hybrid(534Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22484.000,23492.000,"1E1,56MHz,4096QAM","1E1,56MHz,4096QAM",19.00,19.00,19.00,18.90,-10.00,-10.00,-27.90,-27.60,19.10,19.20,19.00,18.70,-27.80,-27.10,-28.20,-31.60,1,1,0,0,0.00,0.00,531.294,531.294,169286,490466,0,0,10514,62888,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Disabled,Disabled,/,/,/,/,4096QAM,4096QAM,QPSKStrong,QPSKStrong,1149,-,/,/,/,/,/,/
l-260,,9209-RTN392806_LEFKOSA_SUITEX_DEREBOYU,48-806,3-ISM8,1(RTNIF-1),,6392-RTN392366_LEFKOSA_MERIT,48-366,4-ISM8,1(RTNIF-1),Hybrid(244Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22302.000,23310.000,"0E1,28MHz,1024QAM","0E1,28MHz,1024QAM",23.00,23.00,4.80,3.10,-10.00,-10.00,-39.90,-38.90,7.20,5.30,4.70,2.80,-38.00,-37.90,-42.20,-42.30,0,0,0,0,-,-,242.958,242.958,156810,100386,0,0,6911,7269,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,16QAM,16QAM,8192QAM,8192QAM,QPSKStrong,QPSKStrong,1150,-,/,/,/,/,/,/
